,FAN_ACTUAL
15272,0.20000000000000012
8856,18.540000000000006
7002,3.7
12143,0.6000000000000001
7903,16.200000000000006
12231,26.9
13334,13.6
1736,5.2
13451,7.1000000000000005
13993,-0.6799999999999999
11539,1.3
1568,2.4000000000000004
462,6.5
743,0.4
8414,24.36
22271,9.4
3994,0.5
17122,6.5
12571,5.300000000000002
8817,3.2
9308,7.2
10654,6.5
6284,8.8
16547,5.4
12944,-0.4
20540,0.5
20118,1.2000000000000002
8536,8.2
5494,1.2000000000000002
12726,1.5
13644,7.1000000000000005
16716,3.3000000000000003
19139,5.6
17129,11.120000000000005
8648,28.4
10471,1.1
8281,0.0
4335,0.9000000000000001
10813,5.2
17619,12.0
15661,12.1
21316,6.4
5114,15.1
7174,-0.1
8587,0.9
18420,7.0
13306,4.5
17942,25.4
5212,7.58
3641,11.1
9952,14.4
9034,1.4
21056,0.8
21,0.9
3718,2.0
13391,3.8
16912,0.9
2902,0.7000000000000001
18358,0.8
14405,4.0
5534,4.2
15329,3.2
11042,5.9
779,7.7
14959,3.9
7420,-0.33999999999999986
20141,12.1
17013,7.8
6528,0.0
3431,0.9
21788,0.1
11981,4.4
21874,1.1
15508,5.0
3622,1.7000000000000002
4259,3.0
4725,0.6000000000000001
1469,12.579999999999998
13322,9.5
20592,0.30000000000000004
15498,0.6000000000000001
9112,7.3000000000000025
20847,1.0
21683,6.5
17550,5.4
18443,0.4
8424,27.70000000000001
368,4.18
20564,1.7000000000000002
11785,3.3000000000000003
9607,7.6
6382,9.7
13112,2.4000000000000004
9491,1.9
64,1.9000000000000004
21824,2.5
11384,1.7000000000000002
4210,9.6
16657,17.46
16507,4.0
17720,2.6
1721,4.0
21708,4.6000000000000005
5324,8.399999999999999
4060,0.5
7280,25.64
10683,2.6
1824,36.5
10972,0.1
16543,6.5
2355,0.2
19952,0.1
3758,25.5
3232,-0.34
19679,2.0
1918,1.4
7246,21.6
18499,5.500000000000001
1569,20.5
1831,0.6000000000000001
8539,0.8000000000000003
1242,4.1000000000000005
12708,7.7
22128,14.2
9351,22.9
14753,9.2
15455,4.5
4656,9.4
18846,2.0
12522,7.0
8998,7.3000000000000025
17851,8.2
20308,3.4000000000000004
11914,-0.2
14922,3.9
1325,15.54
8343,7.9
20457,7.520000000000001
15999,4.9
8893,1.3
4859,11.3
7490,3.8
20026,14.4
17759,1.6
11859,2.0
20736,0.8
15844,0.5
1222,12.1
1777,18.200000000000006
20687,4.1000000000000005
17702,6.0
21062,1.7000000000000002
15608,0.4400000000000001
11133,15.0
19642,11.8
16829,6.2
15274,10.4
13863,8.2
8701,1.6
21638,1.5
6400,4.7
18782,0.30000000000000004
20467,2.7
748,2.3000000000000003
7271,19.94
5246,0.0
1259,2.0
7173,1.8000000000000005
21535,0.9
1888,6.8000000000000025
14278,10.9
711,2.7
12470,16.6
21448,0.20000000000000007
16431,1.2000000000000002
20665,19.4
224,21.42
13660,13.6
7937,0.30000000000000004
16174,0.30000000000000004
4808,16.0
3329,9.7
3293,6.3000000000000025
378,1.2000000000000002
11484,3.8
14247,2.3000000000000003
15347,17.2
11882,8.6
3845,1.2000000000000002
12085,3.3000000000000003
17239,1.2000000000000002
5551,1.2000000000000002
17655,0.54
13777,19.6
8296,0.1
15285,6.9
1794,20.200000000000006
18795,24.2
5917,6.5
18722,5.4
14911,16.4
13039,1.6000000000000003
5024,6.9
14029,4.9
12270,7.4
1658,19.0
212,14.7
18625,0.2
14078,0.2
15570,5.4
4419,4.2
21790,-0.1
5193,0.7
13927,11.2
9551,24.7
8526,0.7000000000000001
2166,26.70000000000001
3110,2.7
13901,6.3000000000000025
14195,5.6
792,9.4
233,4.5
2220,3.5
21120,1.7000000000000002
18870,4.0200000000000005
209,16.68
9330,14.0
19577,2.2
22319,7.2
21783,0.4
4498,2.5
19974,0.30000000000000004
9505,16.659999999999997
2413,2.1
6598,20.6
20036,14.5
16205,4.420000000000001
11014,-1.9
834,0.5
9063,2.6
8074,4.4
18103,7.4
9455,19.820000000000004
9810,1.8
6035,30.1
12537,0.6000000000000001
13289,0.5
10606,8.0
16497,1.3
13163,1.3
14880,4.2
1220,4.6
12955,15.62
9957,14.3
14611,14.500000000000002
6552,8.5
11375,-0.30000000000000004
1387,6.200000000000001
2001,1.4
5609,24.74
11907,3.7
4581,1.4
14533,24.66
9677,40.04
22198,4.9
2523,18.82
14182,13.200000000000005
16839,28.56
7259,3.5
22377,7.500000000000001
19068,1.6
3078,10.0
20832,4.9
7460,5.300000000000002
15153,2.1
17893,2.8000000000000003
4782,2.3
16668,0.0
4381,0.9
19322,5.2
14676,12.1
16642,26.64
6404,14.1
7642,0.30000000000000004
8067,1.4
6452,0.4
3308,1.1
2165,0.7000000000000001
8809,7.9
22204,17.7
3803,11.3
16853,7.7
20246,6.8
16946,8.9
10618,1.4
19646,3.2
17372,3.4000000000000004
17348,4.3
12962,4.3
21197,0.4
7637,1.0
10122,6.7
10196,8.7
14230,2.3000000000000003
6854,0.2
10619,10.5
11239,21.8
16394,23.22
1386,5.0
19836,2.8000000000000003
17825,11.6
14811,4.7
16624,5.700000000000001
19518,10.9
3095,5.1000000000000005
15962,0.8
3285,2.1600000000000006
9930,3.4000000000000004
9166,0.09999999999999998
17034,9.2
7847,0.8
1313,5.7
10085,5.8000000000000025
17000,0.9
8420,13.9
11095,9.7
11089,7.3
7450,2.3000000000000003
11525,1.5
19506,2.5
11245,2.9000000000000004
9631,18.5
5072,23.7
9373,8.0
16114,3.6
4749,4.2
5275,1.1
2269,0.8
21984,5.6000000000000005
16597,1.2000000000000002
16532,3.5
18334,1.6
8598,41.7
1422,15.1
20355,4.4
1857,0.0
16339,5.8000000000000025
16488,24.76
12899,0.4
21850,2.5
10306,0.7000000000000001
15854,6.0
1541,2.2
14575,5.2
7262,13.380000000000004
10794,6.1
17694,6.3000000000000025
4607,0.7999999999999999
18774,0.9
8434,7.5
7111,9.5
19471,1.7000000000000002
21050,9.68
21776,0.9
5538,2.1
4466,4.0
18784,7.12
19772,10.8
9037,16.900000000000002
10203,6.6000000000000005
9475,2.9000000000000004
9284,0.4
15092,14.7
1174,11.2
13105,0.8
7647,1.1
6123,0.6000000000000001
8563,4.6000000000000005
3771,24.6
18039,11.9
1109,18.94
4655,9.9
20107,8.0
9230,4.300000000000002
17648,2.1
8212,6.0
21866,10.3
8266,21.0
13723,9.3
7095,1.9
13389,1.8
9126,7.6
14004,9.3
12098,2.9000000000000004
11723,14.840000000000002
11115,9.0
9918,4.9
18310,18.700000000000006
18648,0.9
9096,4.4
1737,26.86
18686,3.4000000000000004
16592,1.7000000000000002
561,11.5
15718,4.7
3345,1.6
11492,9.1
9354,30.64
9628,2.7
11911,14.64
8314,1.1
16109,-0.4
9719,4.7
17668,1.9
16432,18.6
21061,2.4000000000000004
16317,5.7
58,19.08
17170,0.1
3237,14.5
8405,22.5
12675,8.9
10483,2.0
12558,6.1000000000000005
4179,11.7
3201,6.5
17973,1.7000000000000002
14233,4.7
3690,5.9
1649,5.5
4636,3.8
2510,10.0
21698,2.5
9828,32.6
938,3.6
12702,21.9
11790,0.7000000000000001
395,2.8000000000000003
22188,13.2
16684,1.8
19299,4.800000000000002
10339,1.7000000000000002
17137,5.300000000000002
11759,13.6
21237,0.1
3870,1.4
10174,7.9
13546,5.1000000000000005
21875,17.240000000000002
2907,1.5
10292,17.939999999999994
18418,3.2
11730,1.5
14421,5.6000000000000005
5993,-0.1
19888,2.8
17892,12.420000000000002
21339,1.6
4415,0.8
19657,1.2000000000000002
19180,12.140000000000002
18447,22.3
10009,0.9
11300,3.1
18738,1.7000000000000002
3949,3.1
22333,2.2
16227,11.9
2072,7.7
12122,3.3000000000000003
5822,13.9
21163,6.1000000000000005
13335,6.1000000000000005
16622,8.14
3513,0.2
11007,0.4
18617,5.7
16670,6.0
16296,16.3
7964,2.5
5086,0.4
7482,0.9
19882,0.2
2681,3.8
766,5.8000000000000025
16717,6.1000000000000005
3782,3.1000000000000005
19041,13.56
9336,18.5
21169,2.4
10702,4.300000000000002
15973,13.82
10465,8.7
2860,0.6000000000000001
1221,13.6
17257,1.6
4864,33.0
15057,5.0
13280,8.9
15900,5.1000000000000005
6085,7.2
22001,19.8
15291,23.20000000000001
4924,7.0
4532,6.7
19031,5.7
1672,0.6000000000000001
17146,8.96
15354,14.5
17291,2.7
4055,4.800000000000002
6952,11.3
15925,18.8
10000,7.1000000000000005
19335,19.700000000000006
10467,8.9
17354,2.8000000000000003
11953,7.6
17956,3.9
12016,2.7
22232,8.4
12811,4.0
10237,15.000000000000002
18092,1.1
15612,-0.2
13305,3.4000000000000004
20949,0.7000000000000001
9487,9.1
17190,16.6
12879,11.920000000000002
20514,27.12
15687,9.3
4317,15.500000000000002
9980,2.2
20404,1.2000000000000002
7385,-0.1
5519,3.4000000000000004
858,1.5
16341,0.4
4439,9.0
13513,1.62
9033,13.46
7875,6.3
13208,0.4
595,2.2
16938,4.24
8804,13.9
7799,2.9
9186,38.78
12613,8.9
10970,2.8000000000000003
9746,-0.5
14352,7.98
18010,1.0
1951,11.5
9120,4.7
1096,6.3000000000000025
17166,5.700000000000001
7910,6.4
6944,4.4
9965,1.1
7830,12.6
2513,13.3
6732,7.3000000000000025
5559,5.9
22245,29.4
7860,1.3
19385,1.6
14493,7.6
11027,8.4
4700,14.1
17750,0.6000000000000001
2233,2.2
11242,2.5
10296,19.8
21069,0.5
7956,0.1
1176,-0.1
16202,10.5
16791,10.7
11926,18.38
21730,20.0
16177,1.4
9215,15.820000000000002
11490,0.7000000000000001
14985,21.4
7478,2.1
4155,1.8
12740,3.4000000000000004
16666,10.4
20651,6.9
16588,5.9
4241,15.2
5424,3.3000000000000003
13265,11.3
7447,3.7
3401,3.4000000000000004
12456,9.0
12501,4.7
7492,5.9
12272,3.5
8995,4.0
1550,0.0
1009,2.0
17544,22.4
10939,0.7000000000000001
19733,3.4000000000000004
10929,1.1
18825,0.30000000000000004
15626,4.5
5095,2.8000000000000003
648,2.5
3243,9.0
11054,18.14
4975,16.0
727,8.4
14591,1.0
9133,6.9
5720,2.6
8742,5.1000000000000005
8169,12.4
17469,0.9
6860,9.3
331,2.7
7027,1.8
13809,5.7
16384,7.1
8699,1.9
211,11.1
21755,1.3
2263,8.500000000000002
6343,14.0
1781,1.1
11367,12.8
3543,11.4
17907,1.1000000000000003
1438,2.9000000000000004
10707,14.56
2868,10.24
2434,3.9
18650,11.4
6830,1.9
4792,5.6000000000000005
9420,3.1
21628,7.3000000000000025
17667,14.1
21190,11.5
11869,1.4
6475,10.7
9506,3.0
17725,28.6
15017,1.44
920,1.5
16528,6.1
12171,9.7
12,3.140000000000001
15940,3.3000000000000003
818,4.800000000000002
10976,1.4
22063,15.5
8184,5.1000000000000005
9896,3.9
453,4.5
9241,14.5
22070,6.240000000000001
9848,3.5000000000000004
3457,0.6000000000000001
19896,11.8
21334,2.1000000000000005
659,23.6
20929,10.6
16235,8.3
17377,20.0
11100,3.5
19319,0.6000000000000001
940,7.22
2739,22.6
9604,3.9
11796,7.1000000000000005
16253,0.6000000000000001
17986,26.0
15283,27.36000000000001
17964,1.5
12826,3.6
21905,0.2
4071,0.5000000000000001
13441,15.3
1400,23.70000000000001
19476,8.700000000000001
7690,19.74
8222,6.6000000000000005
8123,16.14
6363,14.5
14450,2.8000000000000003
5796,14.7
3677,27.3
6566,5.9
8864,2.5
20879,0.6000000000000001
10967,2.8000000000000003
14797,18.5
21952,4.0
13658,12.2
16891,2.4000000000000004
5188,0.1
4362,7.3000000000000025
1108,12.9
19650,0.4
10308,11.0
3229,5.9
16197,6.6000000000000005
17848,9.7
2349,6.6000000000000005
11511,1.1
19923,12.3
5835,5.1000000000000005
4326,26.86
75,19.200000000000006
13186,7.18
1779,1.0
2553,1.6
12967,18.56
22309,17.700000000000006
2686,0.8
1040,2.0
21000,23.8
1563,12.9
19062,12.2
555,4.3
3071,25.48
18700,14.3
19813,-0.1
4474,1.4
7529,0.6000000000000001
15974,4.0
20014,1.5
13120,8.9
13048,0.6000000000000001
13460,10.5
7766,4.300000000000002
11045,4.0
1416,1.6
17256,5.000000000000001
17125,5.8000000000000025
19606,2.9000000000000004
18258,14.68
16569,10.6
4601,12.500000000000002
9410,11.4
9756,4.6000000000000005
7961,4.3
7399,1.8
21560,16.82
10405,9.9
22024,11.7
1238,13.9
3735,1.7000000000000002
8961,8.6
19515,2.4000000000000004
10303,10.9
20739,12.6
21558,0.4
20416,23.22
10057,1.6
5839,4.0
18254,13.4
15731,4.3
18246,1.4
9019,12.2
10894,-0.1
19981,1.8
14831,0.4
13218,1.4
28,0.5
13485,11.1
20114,3.4000000000000004
9718,0.9
12426,12.9
355,6.6000000000000005
9621,0.7000000000000001
3170,13.4
18892,6.9
19091,15.44
20317,4.800000000000002
15199,21.76
8524,4.9
5643,2.9000000000000004
6865,16.86
17408,0.7000000000000001
20574,4.2
3675,4.9
4224,11.4
964,11.8
13763,7.000000000000001
6749,13.68
120,1.1
6794,3.2
17699,1.9
4228,7.1000000000000005
5579,7.7
13683,5.0
328,0.2
4710,3.3000000000000003
3281,6.200000000000001
2370,2.8000000000000007
5522,2.3000000000000003
2544,1.4
8895,15.6
21235,1.0
11077,-1.2
18572,23.12
10871,3.8
2178,0.1
17553,41.44000000000001
4898,19.8
5153,30.86
1209,3.9
13362,3.1
18969,15.6
13068,6.4
19425,32.14
16196,0.7000000000000001
3123,3.2
78,0.30000000000000004
9736,3.4000000000000004
16217,4.4
3766,5.6000000000000005
21112,1.2000000000000002
15427,24.9
21604,21.74
13012,25.48
10892,8.6
600,16.9
9137,20.74
13415,18.6
4550,11.419999999999998
943,6.9
20276,2.0
16451,7.4
22034,0.4
17486,15.0
9314,11.3
18255,7.3000000000000025
20464,2.5
1561,30.1
4869,1.2
14485,6.9
10189,1.8
6213,10.4
3257,8.0
14236,27.20000000000001
4541,5.4
1782,9.3
14096,2.7
15375,13.82
13275,-0.2
1095,1.2000000000000002
5544,5.5
1946,6.9
16248,33.92
21578,0.5
20716,13.1
677,0.0
18943,1.2000000000000002
10797,2.4000000000000004
6789,4.9
1392,19.7
22242,6.5
10661,6.0
752,11.8
20922,2.7
3737,6.0
2976,1.3
6694,23.54
11980,7.4
3215,4.2
8989,7.959999999999999
12404,2.6
9969,3.2
12305,18.5
1770,5.300000000000002
21417,8.9
20063,7.2
10912,13.0
11675,5.6
14604,0.9
3022,1.1
14869,24.8
12420,4.4
5401,21.640000000000004
7856,16.799999999999994
11204,19.5
10100,-0.5599999999999998
6875,13.9
16809,12.9
13956,5.1000000000000005
5191,13.3
4619,3.4000000000000004
19248,23.8
15287,6.9
15387,3.5000000000000004
18305,7.6
8719,7.0
8558,4.5
16686,0.8
14290,1.7000000000000002
12516,4.2
8146,0.1
7968,1.2000000000000002
4264,42.5
19628,9.3
12454,22.26
10652,0.2
6825,14.1
8113,9.6
10111,3.6
701,7.9
6170,7.9
15053,19.76
8159,7.5
18854,0.4
17496,6.380000000000001
6870,4.800000000000002
16263,9.2
4423,1.2000000000000002
12159,3.3000000000000003
6862,12.38
6986,1.6
4868,6.3
9490,4.2
4376,2.2
7282,1.8
9544,15.0
2926,7.0
16634,19.48
9825,1.5
9479,0.8
8733,19.4
19516,0.2
20321,0.9
4350,13.7
17092,0.8
3697,7.0
2013,1.4
18936,14.900000000000002
17882,4.3
12565,0.76
17454,1.8
5677,1.7000000000000002
19157,19.0
16908,8.6
2147,19.3
8788,0.30000000000000004
2705,31.20000000000001
7129,-0.1
13665,2.0
10086,15.959999999999996
17342,1.2000000000000002
19184,4.3
9699,4.0
18053,20.700000000000006
10955,1.4
15832,3.8
6841,13.1
10427,1.0
810,0.6000000000000001
5317,18.98
13876,0.20000000000000012
21632,4.6000000000000005
312,4.2
2073,28.1
9730,0.7000000000000001
19496,6.2
19236,3.0
7734,3.2
885,4.0
9669,7.76
1790,2.6000000000000005
11334,4.6000000000000005
14621,4.800000000000002
7329,4.5
10200,19.9
3454,-1.1
8874,0.30000000000000004
3895,0.8
20177,1.6
21758,0.5
15182,9.4
8249,1.5
15118,4.4
21323,3.4000000000000004
8012,1.7000000000000002
15299,27.6
10591,4.0
12417,-1.88
12334,4.320000000000001
12318,5.9
17318,4.6000000000000005
21098,1.1
17693,0.6
7925,3.3000000000000003
1468,5.300000000000002
13953,7.1000000000000005
9608,3.1000000000000005
470,7.6
10550,21.46
2722,3.6
5419,8.9
21012,8.4
20487,7.7
21420,20.6
20685,-0.5999999999999999
17229,1.1
12717,2.0
12802,4.1000000000000005
12349,3.7
12673,5.2
6041,2.2
21186,3.9
12061,10.6
14588,7.3
2744,6.6000000000000005
4569,0.8
14978,2.16
18671,6.2
15357,1.4
2161,3.6000000000000005
19948,1.0
4674,7.0
7456,14.8
9247,2.2
20003,38.38
17574,1.9
19359,4.2
16188,43.62
20668,5.7
10116,-0.4
6379,4.800000000000002
7265,1.2000000000000002
13099,1.7000000000000002
19479,0.6000000000000001
3876,4.1000000000000005
1075,12.9
9307,7.6
3936,0.7000000000000001
11725,2.0
20715,11.7
15043,1.4
18982,6.7
7141,20.56
11224,3.6
4207,1.3000000000000005
6713,25.4
9747,12.7
14590,0.4
14033,31.660000000000004
15143,8.4
9644,5.7
2149,9.7
8511,7.9
16321,13.740000000000002
16124,3.2
14961,2.2
10114,0.8
9485,1.0
74,1.0
18033,1.0
22249,1.1
7339,6.5
16057,0.8600000000000003
17164,11.9
13041,1.6
10321,12.900000000000002
14595,3.0
15640,1.0
14670,8.68
14492,5.6000000000000005
681,24.24
19177,24.92
17261,8.9
20936,7.0
2509,1.1
7281,30.70000000000001
9244,1.1
22124,0.6000000000000001
14344,4.9
17006,0.8
18638,8.8
4067,2.8000000000000003
21739,22.3
9648,4.4
16630,2.5
20024,-0.30000000000000004
13100,3.7
20941,1.7000000000000002
14160,1.8
11434,8.8
3145,-0.4
19791,0.5
17831,1.5
8697,0.8
11600,1.4
15389,2.5
21587,4.139999999999999
5131,2.0
7926,33.5
19868,4.5
20106,0.8
540,1.8
4235,22.36
5507,14.3
19188,12.0
11857,3.9
7396,4.1000000000000005
16904,10.3
17385,10.8
11560,26.0
754,2.1
16560,0.7000000000000001
20303,0.30000000000000004
2542,24.9
6073,4.2
16970,4.5
16047,5.2
5218,0.5
16022,30.98
18176,3.9
237,20.200000000000006
4271,32.52
5875,24.82
6657,3.8
100,7.2
16582,4.5
19083,28.719999999999995
19173,1.6
15405,1.5
5362,0.6000000000000001
4766,25.70000000000001
13499,2.6
7503,4.4
13072,1.7000000000000002
1620,8.18
8793,0.30000000000000004
17941,18.8
1308,6.7
14374,6.3000000000000025
1582,39.06
19767,29.4
20322,7.4
2431,16.6
21862,3.1
1044,-0.1
19775,12.9
9749,9.98
5009,4.6000000000000005
20494,6.6000000000000005
1487,0.9
14769,8.1
7633,2.8000000000000003
22078,11.1
10931,3.0
18379,8.3
10307,4.1000000000000005
5795,9.2
17476,13.500000000000002
15597,3.0
14692,5.0
5491,7.0
18859,3.6000000000000005
618,23.20000000000001
3799,7.4
11797,1.2
16987,1.3
13951,5.0
11588,3.2
1600,0.5
18635,11.3
1849,4.4
9807,6.8
1752,13.9
4534,2.6
2040,1.9
2083,0.7000000000000001
7965,9.1
5231,1.9
546,3.0
6199,3.3000000000000003
19411,36.8
20510,2.7
1356,4.8
5147,5.9
19409,3.4000000000000004
8867,3.4000000000000004
10737,6.1000000000000005
12563,13.8
20485,1.6
12191,18.1
10694,1.4
6014,2.8000000000000003
18190,15.4
7169,21.06
175,13.6
21894,1.5000000000000002
2208,1.9
20834,1.7000000000000002
19900,17.8
17344,2.7
3787,3.6
12546,4.5
21102,7.54
14650,8.7
10417,1.6
17895,1.4
17061,9.1
9318,11.8
9697,10.2
21885,8.700000000000001
20316,4.9
2441,4.4
14732,24.1
21317,7.4
1322,0.4
1603,22.70000000000001
12402,0.9
9945,1.8000000000000005
8014,20.42
10944,14.86
14090,21.70000000000001
4065,10.4
20272,1.6
1294,0.2
13199,5.6000000000000005
14261,0.5
14578,1.0
2000,21.4
18927,0.30000000000000004
2063,0.2
12263,14.5
1507,9.2
6683,12.8
1559,0.0
19324,7.3000000000000025
5577,0.8
15403,14.6
15763,1.9
10688,1.1
19903,0.8
20111,1.5
19928,17.200000000000006
5611,5.2
15860,3.4
16758,3.1
5335,4.800000000000002
9546,0.4
22000,6.3
4141,0.24
7938,12.480000000000002
14830,4.9
17883,3.3000000000000003
3549,5.8
13036,13.5
12915,5.8000000000000025
14452,9.0
6016,18.3
6906,9.9
11472,2.8
12224,0.1
6720,0.9
1235,3.1
18843,1.4
16761,-0.1
10643,4.800000000000002
21189,0.0
12949,12.8
2251,18.9
9217,0.6000000000000001
3670,1.0
15889,18.700000000000006
14841,3.5
16785,31.9
9793,2.9000000000000004
15583,2.3000000000000003
22194,1.3000000000000005
8505,1.6
8828,19.22
14341,5.2
16997,1.8
13436,0.9
9909,3.4000000000000004
20450,18.6
947,2.7
11689,6.0
6985,1.4
16583,0.4
2970,0.4
14196,-0.1
22038,-0.2
19848,1.3
3885,5.5
21979,5.9
19742,3.9
15208,4.3
12963,9.840000000000002
16290,6.7
11910,9.34
6697,5.2
15495,2.1
16342,7.7
19474,5.700000000000001
11079,8.3
20097,1.3
7131,10.4
6058,23.9
1840,21.88000000000001
12210,0.0
1564,1.4
3673,18.700000000000006
21793,22.1
4311,3.2
4698,2.4000000000000004
10750,16.520000000000003
3320,10.2
5192,39.0
10464,0.8
4468,4.9
14349,1.2000000000000002
12446,3.2
4773,0.0
6575,2.6
20031,0.7000000000000001
4709,4.8
847,3.9
18647,20.8
13736,6.3000000000000025
20039,-1.2999999999999998
838,0.0
13653,1.0
8740,23.6
11125,14.7
7532,7.8000000000000025
18770,10.9
7759,2.2
4597,4.6000000000000005
14108,1.0
9609,13.9
5785,0.1
22336,-3.84
20456,3.5000000000000004
21707,2.8000000000000003
604,14.3
13560,20.0
17062,15.12
10270,3.2
19654,1.1
7225,2.0
2311,33.58
13075,19.1
12535,22.9
20513,19.820000000000004
21664,6.6
1982,1.0
13301,1.6
12658,1.0
8391,9.5
22076,1.2000000000000002
8677,3.5
15167,11.8
11462,1.2000000000000002
12916,2.6000000000000005
5728,2.5
2823,0.5
4551,0.6000000000000001
14218,2.7
5336,0.2
11437,14.8
4453,0.7000000000000001
8186,12.78
12093,0.9
14009,7.500000000000001
11353,-0.2
3749,7.9
10394,7.6
437,1.0
8001,2.8000000000000003
20286,14.1
10986,5.4
11574,14.3
22386,4.9
9079,14.1
524,0.8
18819,6.000000000000001
21375,8.9
9139,7.0
8450,2.6
13732,1.1
20023,0.2
20591,16.700000000000006
20057,1.5
122,0.0
4366,8.700000000000001
14077,1.9
18834,30.020000000000003
21489,1.2000000000000002
2283,0.5
2302,16.9
7397,3.2
11609,8.1
19475,0.7000000000000001
14292,1.9
5820,1.2000000000000002
14553,22.0
9197,3.0
11652,-0.4
15516,1.4
19439,7.9
8880,5.0
3055,5.0
15173,14.1
3566,19.8
48,0.8
10324,1.5
501,8.5
15011,8.5
15435,21.5
3185,12.2
14345,6.6000000000000005
16793,6.7
229,5.4
17305,2.4000000000000004
12193,9.6
14593,1.9
2824,0.7000000000000001
8772,12.0
969,7.6
3007,10.04
16988,2.8000000000000003
12779,0.6000000000000001
19235,18.200000000000006
4305,4.800000000000002
21912,5.5
1074,7.1000000000000005
10942,0.30000000000000004
18491,0.4
19631,7.9
7653,3.3000000000000003
7210,20.36
12568,1.5
2944,20.0
16297,3.3000000000000003
15858,7.3
10910,1.1
11554,0.5
19416,3.1
8638,5.6000000000000005
14016,1.7000000000000002
10362,0.30000000000000004
4433,2.3000000000000003
19540,3.5
17418,21.6
17331,1.2000000000000002
14938,2.0
4161,3.8
3117,12.7
19720,-7.16
6878,20.94
19444,9.4
10260,1.6
11232,1.0
5322,3.5
13753,4.4
17355,4.9
16819,3.8
2419,8.1
21017,21.70000000000001
19293,0.30000000000000004
13303,8.0
7170,0.8
21030,1.1
13059,6.5
17501,-0.2
2226,6.0
1017,0.0
16485,3.4
12469,1.0
8540,9.7
7743,9.76
1928,0.8
20904,25.06
350,7.5
14895,-1.1
20368,2.0
223,26.6
6030,15.3
22005,1.8000000000000005
21658,1.3
9179,10.5
21194,0.6000000000000001
2500,6.120000000000001
21359,7.8000000000000025
3258,2.9000000000000004
564,9.320000000000002
9774,6.1000000000000005
21032,4.2
10367,8.4
8089,4.1000000000000005
18291,6.8000000000000025
17534,5.6
3385,18.1
3933,1.7000000000000002
14170,20.6
15548,24.180000000000003
7959,14.2
2707,3.2
2790,2.7
14516,1.5
22025,1.6
3446,9.4
17620,0.9
19350,1.8
3535,-0.1
10920,24.02
18054,4.2
17714,23.4
19590,8.42
11931,15.459999999999996
22201,9.6
19871,15.0
7525,1.8000000000000005
821,0.8
10255,2.4000000000000004
20730,0.6000000000000001
8278,1.3
8273,15.0
13611,6.3
18256,2.4000000000000004
21608,1.3
13902,1.2000000000000002
10889,2.4800000000000004
9023,0.9
12766,30.76
12018,2.2
7645,5.0
14116,14.6
14708,3.7
9589,1.1
18611,3.7
2833,-2.0
11238,3.8
10372,36.0
7406,3.0
19741,2.2
3861,5.340000000000002
21398,7.2
13363,6.1599999999999975
8240,3.5
11940,28.56
19075,0.4
3932,0.4
14704,12.9
9979,8.600000000000001
15926,4.4
7768,11.9
19472,21.6
14549,2.3000000000000003
4095,17.380000000000006
2689,6.8
1189,2.2
9285,1.7000000000000002
4845,1.0
5210,0.9
3990,11.9
8060,3.8
10565,1.3
19376,7.6
5676,2.0
1574,11.3
10950,0.9
18308,14.2
14799,0.5
6065,7.8
2785,14.8
17566,1.3
10771,1.6
17213,4.1
10686,5.7
3880,8.6
18277,23.0
19192,8.8
16008,3.9
4934,1.3
18615,6.4
17422,4.0
21509,1.3
11975,15.9
7746,0.8
17510,2.7
5235,16.5
3945,1.6
10121,1.6
17930,6.5
2164,1.0
2886,3.3000000000000003
10109,7.1000000000000005
8714,6.6000000000000005
15065,3.3000000000000003
8708,4.9
19838,9.7
15757,10.2
5666,0.30000000000000004
172,19.72
639,15.68
16229,0.8000000000000003
3957,7.9
21263,52.06
15416,0.09999999999999998
16313,12.9
5065,14.9
9335,11.7
1548,4.1000000000000005
7435,16.12
8684,-0.1
10932,7.700000000000001
14136,11.7
10024,9.8
1036,12.6
18796,1.1
11878,4.9
14419,1.4
13892,4.3
8919,3.6
21353,0.2
12729,1.0
20045,3.4000000000000004
8418,24.0
9026,7.1000000000000005
2486,17.32
9322,1.2000000000000002
9582,3.1
17590,-0.1
10713,21.22
12282,0.30000000000000004
17731,1.46
21751,2.6
17309,4.920000000000001
8257,15.4
12467,6.4
18815,-1.0199999999999998
18551,11.3
2024,7.700000000000001
1872,-0.09999999999999998
354,29.0
5360,4.5
21457,17.3
17481,24.96
5904,0.5
17639,18.200000000000006
12954,6.2
1164,18.6
20216,1.9
21019,4.1000000000000005
3395,32.90000000000001
14796,0.9
17538,7.1
12760,0.30000000000000004
17712,-0.30000000000000004
3127,10.500000000000002
9694,1.0
15138,6.8000000000000025
8501,3.6
18082,9.3
9383,2.1
19340,4.5
7160,2.3000000000000003
10563,0.5
4354,1.9
22081,19.46
18317,10.420000000000002
18517,0.6000000000000001
3587,2.0
15807,7.5
18828,18.2
12564,35.86
10962,14.6
13004,16.4
20198,3.3000000000000003
10185,14.2
20099,4.1000000000000005
324,0.9
7890,7.9
5171,17.64
5648,1.6
6743,13.2
7398,21.08
3209,1.2000000000000002
11267,10.9
12097,17.700000000000006
20398,6.7
9484,26.3
13830,0.8
4752,3.5
8879,5.8000000000000025
11356,4.5
2379,0.9
18762,4.1000000000000005
13890,1.1
17615,10.6
12361,7.2
8021,2.4000000000000004
19535,3.3000000000000007
6658,7.9
